# Princeton WordNet 3.0 irregular inflections — surface → base form(s).
# GENERATED by scripts/build-irregulars.ts. Columns:
#   surface <TAB> base[,base] <TAB> pos[,pos] (v|n|a|r) <TAB> reader (1 = safe
#   without a verifier, so englishLemma may use it; 0 = edge-only, see the script)
coder	coder	a	0
codfishes	codfish	n	1
codices	codex	n	1
codified	codify	v	0
coelentera	coelenteron	n	1
coenuri	coenurus	n	1
cogged	cog	v	0
cogging	cog	v	1
cognomina	cognomen	n	1
cognosenti	cognosente	n	1
coiffed	coif	v	1
coiffing	coif	v	1
cola	colon	n	0
coleorhizae	coleorhiza	n	1
collegia	collegium	n	1
collied	colly	v	1
collier	colly	a	0
colliest	colly	a	1
colloquia	colloquium	n	1
colluvia	colluvium	n	1
collyria	collyrium	n	1
colones	colon	n	1
colossi	colossus	n	1
columbaria	columbarium	n	1
columellae	columella	n	1
comae	coma	n	1
comatulae	comatula	n	1
combatted	combat	v	1
combatting	combat	v	1
comedones	comedo	n	1
comelier	comely	a	1
comeliest	comely	a	1
comfier	comfy	a	1
comfiest	comfy	a	1
comics	comic_strip,comic	n	0
commandoes	commando	n	1
committed	commit	v	0
committing	commit	v	1
compelled	compel	v	1
compelling	compel	v	0
complied	comply	v	1
complotted	complot	v	1
complotting	complot	v	1
concertanti	concertante	n	1
concerti	concerto	n	1
concerti_grossi	concerto_grosso	n	0
concertini	concertino	n	1
conchae	concha	n	1
concurred	concur	v	1
concurring	concur	v	0
condottieri	condottiere	n	1
condylomata	condyloma	n	1
confabbed	confab	v	1
confabbing	confab	v	1
conferred	confer	v	1
conferring	confer	v	1
confervae	conferva	n	1
congii	congius	n	1
conidia	conidium	n	1
conjunctivae	conjunctiva	n	1
conned	con	v	1
conning	con	v	1
conquistadores	conquistador	n	1
consortia	consortium	n	1
contagia	contagium	n	1
continua	continuum	n	1
contralti	contralto	n	1
controlled	control	v	0
controlling	control	v	0
conversazioni	conversazione	n	1
convolvuli	convolvulus	n	1
cooks-general	cook-general	n	1
copied	copy	v	1
copped	cop	v	1
copping	cop	v	1
copulae	copula	n	1
coquetted	coquet	v	1
coquetting	coquet	v	1
corbiculae	corbicula	n	1
coria	corium	n	1
corneae	cornea	n	1
cornier	corny	a	1
corniest	corny	a	1
cornua	cornu	n	1
